artist,weeks,,,,,,,
NB Ridaz Featuring Gemini,10,,,,,,,
Sarah Connor,10,,,,,,,
Elton John & LeAnn Rimes,10,,,,,,,
Whitehead Bros.,10,,,,,,,
Ana,10,,,,,,,
Eria Fachin,10,,,,,,,
Loose Ends,10,,,,,,,
The Village Soul Choir,10,,,,,,,
Pop-Tops,10,,,,,,,
Jimmy Holiday,10,,,,,,,
The Poets,10,,,,,,,
The Devotions,10,,,,,,,
Barry & The Tamerlanes,10,,,,,,,
Sandy Stewart,10,,,,,,,
The Revels,10,,,,,,,
Baby Keem & Kendrick Lamar,10,,,,,,,
Nelly Featuring Fergie,10,,,,,,,
Ja Rule Featuring Bobby Brown,10,,,,,,,
Yoko Ono,10,,,,,,,
Larry Santos,10,,,,,,,
Desmond Dekker And The Aces,10,,,,,,,
Tony Clarke,10,,,,,,,
The Crescents Featuring Chiyo,10,,,,,,,
Dick Dale and The Del-Tones,10,,,,,,,
Ozuna x Karol G x Myke Towers,10,,,,,,,
Tucker Beathard,10,,,,,,,
Ludacris Featuring Usher & David Guetta,10,,,,,,,
Madcon,10,,,,,,,
Marques Houston Featuring Young Rome,10,,,,,,,
Afroman,10,,,,,,,
Big Pig,10,,,,,,,
Rick Springfield With Randy Crawford,10,,,,,,,
Clout,10,,,,,,,
The Walter Murphy Band,10,,,,,,,
The Outlaws,10,,,,,,,
Sweathog,10,,,,,,,
Rhinoceros,10,,,,,,,
The Silkie,10,,,,,,,
The Radiants,10,,,,,,,
The Jewels,10,,,,,,,
The Ray Conniff Singers,10,,,,,,,
Sammy Kaye And His Orchestra,10,,,,,,,
Valjean on Piano,10,,,,,,,
The Cadillacs,10,,,,,,,
Tory Lanez & T-Pain,10,,,,,,,
Normani,10,,,,,,,
Romeo Santos,10,,,,,,,
Willie Max Featuring Raphael Saadiq,10,,,,,,,
Chris Brown Feat. Ludacris,10,,,,,,,
Caesars,10,,,,,,,
Mr. C The Slide Man,10,,,,,,,
Garth Brooks as Chris Gaines,10,,,,,,,
Youngstown,10,,,,,,,
Tre,10,,,,,,,
Gerald Levert & Eddie Levert, Sr.,10,,,,,,
Reality,10,,,,,,,
Rock And Hyde,10,,,,,,,
Freddie Mercury,10,,,,,,,
Barbra Streisand With Kim Carnes,10,,,,,,,
Stars On,10,,,,,,,
Steve Carlisle,10,,,,,,,
Kiki Dee,10,,,,,,,
The Lovelites,10,,,,,,,
The Jarmels,10,,,,,,,
Titus Turner,10,,,,,,,
Springwell,10,,,,,,,
Jimmy Velvet,10,,,,,,,
The Valentinos,10,,,,,,,
Kumbia Kings Featuring A.B. Quintanilla,10,,,,,,,
Peter Cetera Featuring Az Yet,10,,,,,,,
Planet Soul Featuring Brenda Dee,10,,,,,,,
Daryl Braithwaite,10,,,,,,,
The Rebel Pebbles,10,,,,,,,
Anything Box,10,,,,,,,
John Eddie,10,,,,,,,
Jeff Beck & Rod Stewart,10,,,,,,,
Barry Gibb,10,,,,,,,
Plastic Bertrand,10,,,,,,,
Facts Of Life,10,,,,,,,
Sons Of Champlin,10,,,,,,,
Paul Simon/Phoebe Snow,10,,,,,,,
Ashton, Gardner & Dyke,10,,,,,,
The Avant-Garde,10,,,,,,,
Terry Knight and The Pack,10,,,,,,,
The Barbarians,10,,,,,,,
Hedgehoppers Anonymous,10,,,,,,,
The Busters,10,,,,,,,
Jerry Byrd,10,,,,,,,
The Passions,10,,,,,,,
The Knightsbridge Strings,10,,,,,,,
The Mickey Mozart Quintet,10,,,,,,,
Ed Sheeran Featuring Chance The Rapper & PnB Rock,10,,,,,,,
Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,10,,,,,,,
Drake Featuring PARTYNEXTDOOR,10,,,,,,,
Big Sean Featuring Kanye West & John Legend,10,,,,,,,
Tyga Featuring Rick Ross,10,,,,,,,
Lysette,10,,,,,,,
Brandon,10,,,,,,,
Joan Jett,10,,,,,,,
Soulsister,10,,,,,,,
Ralph MacDonald With Bill Withers,10,,,,,,,
Henry Paul Band,10,,,,,,,
The Invisible Man's Band,10,,,,,,,
George Burns,10,,,,,,,
Penny Mclean,10,,,,,,,
Sharon Paige and Harold Melvin And The Blue Notes,10,,,,,,,
Bimbo Jet,10,,,,,,,
The Rays,10,,,,,,,
Underground Sunshine,10,,,,,,,
The Love Generation,10,,,,,,,
Jon Thomas and Orchestra,10,,,,,,,
Nio Garcia X J Balvin X Bad Bunny,10,,,,,,,
Cardi B Featuring Migos,10,,,,,,,
Luis Fonsi,10,,,,,,,
The Kenny Wayne Shepherd Band,10,,,,,,,
George Michael & Queen,9,,,,,,,
49-ers,9,,,,,,,
Elvis Costello & The Atrractions,9,,,,,,,
O'Bryan,9,,,,,,,
Pockets,9,,,,,,,
The Brecker Brothers,9,,,,,,,
Doris Duke,9,,,,,,,
Johnny Maestro The Voice Of The Crests,9,,,,,,,
Ramrods,9,,,,,,,
Afrique,9,,,,,,,
Susan Raye,9,,,,,,,
Kenny O'Dell,9,,,,,,,
Lou Courtney,9,,,,,,,
Count Basie,9,,,,,,,
Pete Fountain,9,,,,,,,
Johnnie Ray,9,,,,,,,
Michael Jackson Duet With Akon,9,,,,,,,
112 Featuring Ludacris,9,,,,,,,
Whitney Houston & Deborah Cox,9,,,,,,,
Edwyn Collins,9,,,,,,,
Chef Raekwon,9,,,,,,,
Get Wet,9,,,,,,,
Gary Puckett,9,,,,,,,
McGuinness Flint,9,,,,,,,
Norma Tanega,9,,,,,,,
The High Keyes,9,,,,,,,
Boots Randolph and his Combo,9,,,,,,,
The Sherrys,9,,,,,,,
The Falcons & Band (Ohio Untouchables),9,,,,,,,
The Trumpeteers,9,,,,,,,
Charlie Blackwell,9,,,,,,,
DaBaby Featuring Young Thug,9,,,,,,,
Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,9,,,,,,,
Kehlani Featuring Ty Dolla $ign,9,,,,,,,
Maluma X Nego do Borel,9,,,,,,,
Waka Flocka Flame Featuring Kebo Gotti,9,,,,,,,
Britney Spears Featuring G-Eazy,9,,,,,,,
U2 & Green Day,9,,,,,,,
Mindy McCready,9,,,,,,,
Doug Stone,9,,,,,,,
Michael Cooper,9,,,,,,,
Little Caesar,9,,,,,,,
The London Quireboys,9,,,,,,,
Blue Zone U.K.,9,,,,,,,
Band-Aid,9,,,,,,,
Wall Of Voodoo,9,,,,,,,
Walter Murphy,9,,,,,,,
Marmalade,9,,,,,,,
Jonathan Cain,9,,,,,,,
Danyel Gerard,9,,,,,,,
(The Preacher) Bobby Womack,9,,,,,,,
Al Kent,9,,,,,,,
Jerry Jaye,9,,,,,,,
Nancy Sinatra with Lee Hazlewood,9,,,,,,,
The Emperor's,9,,,,,,,
Spose,9,,,,,,,
Yo Gotti Featuring E-40,9,,,,,,,
Thriving Ivory,9,,,,,,,
Chingy Featuring Jermaine Dupri,9,,,,,,,
P. Diddy Featuring The Neptunes,9,,,,,,,
Portishead,9,,,,,,,
Souls Of Mischief,9,,,,,,,
Ms. Adventures,9,,,,,,,
Yellow Magic Orchestra,9,,,,,,,
The Goodtimers,9,,,,,,,
Carlo Savina,9,,,,,,,
Peppermint Rainbow,9,,,,,,,
Madeline Bell,9,,,,,,,
The Fantastic Four,9,,,,,,,
Bernadette Carroll,9,,,,,,,
Charlie Byrd,9,,,,,,,
Meek Mill Featuring Lil Baby & Lil Durk,9,,,,,,,
Jennifer Lopez Featuring Iggy Azalea Or Pitbull,9,,,,,,,
Casey James,9,,,,,,,
David Guetta Featuring Kelly Rowland,9,,,,,,,
Kevin Rudolf Featuring Rick Ross,9,,,,,,,
Patti LaBelle Featuring Ron Isley,9,,,,,,,
Trick Daddy Featuring LaTocha Scott,9,,,,,,,
Da Youngsta's,9,,,,,,,
Planet P,9,,,,,,,
Firefly,9,,,,,,,
Shawn Phillips,9,,,,,,,
Valerie Simpson,9,,,,,,,
Z.Z. Hill,9,,,,,,,
Keith Barbour,9,,,,,,,
David & Jonathan,9,,,,,,,
Mickey Lee Lane,9,,,,,,,
The Glencoves,9,,,,,,,
Ray Barretto,9,,,,,,,
Mark Valentino,9,,,,,,,
Betty Madigan,9,,,,,,,
Nastyboy Klick,9,,,,,,,
Before Dark,9,,,,,,,
Snoop Dogg Featuring Xzibit & Nate Dogg,9,,,,,,,
Jordy,9,,,,,,,
D'zyre,9,,,,,,,
The Graces,9,,,,,,,
Tom Petty & The Heartbreakers With Stevie Nicks,9,,,,,,,
Robert Hazard,9,,,,,,,
Mistress,9,,,,,,,
Voyage,9,,,,,,,
Mesa,9,,,,,,,
Edgar Winter,9,,,,,,,
The Leaves,9,,,,,,,
Diane Ray,9,,,,,,,
Andrea Carroll,9,,,,,,,
Bertha Tillman,9,,,,,,,
The Stereos,9,,,,,,,
Lil Peep & iLoveMakonnen Featuring Fall Out Boy,9,,,,,,,
The Revivalists,9,,,,,,,
RBD,9,,,,,,,
Big Tymers Featuring R. Kelly,9,,,,,,,
"Marques Houston Featuring Jermaine ""JD"" Dupri",9,,,,,,,
Three The... G. Dep, P. Diddy & Black Rob,9,,,,,,
Ronnie Laws,9,,,,,,,
Casey Kelly,9,,,,,,,
The Pipes And Drums And The Military Band Of The Royal Scots Dragoon Guards,9,,,,,,,
Glen Campbell & Bobbie Gentry,9,,,,,,,
Frank Gallop,9,,,,,,,
Linda Laurie,9,,,,,,,
Billy Graves,9,,,,,,,
BTS Featuring Desiigner,9,,,,,,,
Peter Murphy,9,,,,,,,
The Chanters,9,,,,,,,
Hotlegs,9,,,,,,,
Eddie Bo,9,,,,,,,
Walter Wanderley,9,,,,,,,
6ix9ine Featuring Bobby Shmurda,9,,,,,,,
Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul,9,,,,,,
Bandit Gang Marco Featuring Dro,9,,,,,,,
Dillon Francis & DJ Snake,9,,,,,,,
Young Greatness,9,,,,,,,
Ty Dolla $ign Featuring E-40,9,,,,,,,
Jay-Z Featuring Beanie Sigel & Amil,9,,,,,,,
The Headpins,9,,,,,,,
Klique,9,,,,,,,
The Dillman Band,9,,,,,,,
Robbin Thompson Band,9,,,,,,,
Rossington Collins Band,9,,,,,,,
Diana Ross & Michael Jackson,9,,,,,,,
Double Exposure,9,,,,,,,
The Band Of The Black Watch,9,,,,,,,
Manu Dibango,9,,,,,,,
Gloria Taylor,9,,,,,,,
Ollie & The Nightingales,9,,,,,,,
Jerryo,9,,,,,,,
The Rag Dolls,9,,,,,,,
Brooks O'Dell,9,,,,,,,
Matt Lucas,9,,,,,,,
The Matys Bros.,9,,,,,,,
The Bluenotes,9,,,,,,,
The Four Aces,9,,,,,,,
Quaker City Boys,9,,,,,,,
Pitbull x El Chombo x Karol G Featuring Cutty Ranks,9,,,,,,,
Austin Mahone,9,,,,,,,
Romeo Santos Featuring Usher,9,,,,,,,
Pitbull Featuring Trina & Young Bo$$,9,,,,,,,
Kanye West Featuring Lupe Fiasco,9,,,,,,,
Wyclef Jean Featuring Missy Elliott,9,,,,,,,
Wham! U.K.,9,,,,,,,
Wolf,9,,,,,,,
Stallion,9,,,,,,,
Bill Amesbury,9,,,,,,,
Paul Williams,9,,,,,,,
Rod Stewart With Faces,9,,,,,,,
Francis Lai And His Orchestra,9,,,,,,,
Freddy Robinson,9,,,,,,,
Jack Greene,9,,,,,,,
The Holidays,9,,,,,,,
"The ""You Know Who"" Group!",9,,,,,,,
Tom Glazer And The Do-Re-Mi Children's Chorus,9,,,,,,,
Johnnie Morisette,9,,,,,,,
Tommy Sands,9,,,,,,,
Ray Bryant Combo,9,,,,,,,
Edd Byrnes and Friend,9,,,,,,,
The Megatrons,9,,,,,,,
Georgie Young,9,,,,,,,
BrockHampton,9,,,,,,,
Rihanna Featuring David Guetta,9,,,,,,,
The Pussycat Dolls Featuring Nicole Scherzinger,9,,,,,,,
The New Hope,9,,,,,,,
The Blue Jays,9,,,,,,,
Lenny Miles,9,,,,,,,
Emitt Rhodes,9,,,,,,,
"Israel ""Popper Stopper"" Tolbert",9,,,,,,,
Ernie (Jim Henson),9,,,,,,,
Wind,9,,,,,,,
Tommy Leonetti,9,,,,,,,
The Third Rail,9,,,,,,,
The Excellents,9,,,,,,,
Joe Turner,9,,,,,,,
A Boogie Wit da Hoodie Featuring Offset & Tyga,9,,,,,,,
Glee Cast Featuring Jonathan Groff,9,,,,,,,
Hunter Hayes Featuring Jason Mraz,9,,,,,,,
David Guetta Featuring Ne-Yo & Akon,9,,,,,,,
Future Featuring T.I.,9,,,,,,,
Wiz Khalifa Featuring Too $hort,9,,,,,,,
Nitty,9,,,,,,,
Jane's Addiction,9,,,,,,,
Shae Jones,9,,,,,,,
Devone,9,,,,,,,
Ephraim Lewis,9,,,,,,,
Geoffrey Williams,9,,,,,,,
Nick Lowe And His Cowboy Outfit,9,,,,,,,
David Castle,9,,,,,,,
David Crosby/Graham Nash,9,,,,,,,
Sly Stone,9,,,,,,,
Cozy Powell,9,,,,,,,
Tom Clay,9,,,,,,,
Davy Jones,9,,,,,,,
Miguel Rios,9,,,,,,,
Baja Marimba Band,9,,,,,,,
The Shadows Of Knight,9,,,,,,,
Mike Douglas,9,,,,,,,
The Astors,9,,,,,,,
Stan Kenton,9,,,,,,,
Travis Scott Featuring Young Thug & M.I.A.,9,,,,,,,
Polo G Featuring Juice WRLD,9,,,,,,,
Polo G Featuring NLE Choppa & Stunna 4 Vegas,9,,,,,,,
Kygo X Whitney Houston,9,,,,,,,
Young Thug Featuring Lil Baby,9,,,,,,,
Keyshia Cole Featuring Lil Wayne,9,,,,,,,
The-Dream Featuring Kanye West,9,,,,,,,
Zac Efron & Vanessa Anne Hudgens,9,,,,,,,
Lady Sovereign,9,,,,,,,
Ludacris & Field Mob Featuring Jamie Foxx,9,,,,,,,
Elvis Presley vs JXL,9,,,,,,,
Queen Pen Featuring Teddy Riley,9,,,,,,,
Tha Alkaholiks Featuring Ol' Dirty Bastard,9,,,,,,,
Vaughan Brothers,9,,,,,,,
D-Mob With Cathy Dennis,9,,,,,,,
Holly Knight,9,,,,,,,
Carol Lynn Townes,9,,,,,,,
Cherelle,9,,,,,,,
Stacy Lattisaw & Johnny Gill,9,,,,,,,
F.R. David,9,,,,,,,
Shirley & Squirrely,9,,,,,,,
The Don Harrison Band,9,,,,,,,
Odia Coates,9,,,,,,,
Jeanette (Baby) Washington,9,,,,,,,
Messengers,9,,,,,,,
Eddie Rambeau,9,,,,,,,
The Premiers,9,,,,,,,
The Baja Marimba Band,9,,,,,,,
The Earls,9,,,,,,,
Si Zentner And His Orchestra,9,,,,,,,
William Michael Morgan,9,,,,,,,
Major Lazer Featuring Bruno Mars, Tyga & Mystic,9,,,,,,
Bad Boy's Da Band,9,,,,,,,
Jagged Edge Featuring Da Brat & JD,9,,,,,,,
Jewell,9,,,,,,,
B.G. The Prince Of Rap,9,,,,,,,
Yvonne,9,,,,,,,
Little Steven,9,,,,,,,
Sheila,9,,,,,,,
The Raes,9,,,,,,,
Otis Leavill,9,,,,,,,
The Sidekicks,9,,,,,,,
The Classics,9,,,,,,,
The Rinky-Dinks,9,,,,,,,
Los Legendarios, Wisin & Jhay Cortez,9,,,,,,
Alec Benjamin + Alessia Cara,9,,,,,,,
B.o.B Featuring Trey Songz,9,,,,,,,
Jay Z Featuring Rick Ross,9,,,,,,,
Josh Thompson,9,,,,,,,
Fabolous Featuring Mike Shorey,9,,,,,,,
Coo Coo Cal,9,,,,,,,
Lil' Kim Featuring Sisqo,9,,,,,,,
Twinz,9,,,,,,,
Kevin Raleigh,9,,,,,,,
The Chicago Bears Shufflin' Crew,9,,,,,,,
Melissa Manchester & Peabo Bryson,9,,,,,,,
The Roommates,9,,,,,,,
Les Emmerson,9,,,,,,,
Jimmy Castor,9,,,,,,,
Rita Pavone,9,,,,,,,
Frank Slay And His Orchestra,9,,,,,,,
Bud & Travis,9,,,,,,,
Jacky Noguez And His Orchestra,9,,,,,,,
Kevin Gates Featuring August Alsina,9,,,,,,,
David Guetta Featuring Rihanna,9,,,,,,,
The Game Featuring Kanye West,9,,,,,,,
Killer Mike Featuring Big Boi,9,,,,,,,
Quincy Jones Feat. Babyface & Tamia With Portrai,9,,,,,,,
Buffy,9,,,,,,,
The Truth,9,,,,,,,
Kim Mitchell,9,,,,,,,
Dana Valery,9,,,,,,,
Ian Lloyd,9,,,,,,,
Louise Goffin,9,,,,,,,
Bill LaBounty,9,,,,,,,
Marilyn Scott,9,,,,,,,
Billie Jo Spears,9,,,,,,,
Goose Creek Symphony,9,,,,,,,
Carroll O'Connor And Jean Stapleton (As The Bunkers),9,,,,,,,
John Lennon Plastic Ono Band,9,,,,,,,
The Equals,9,,,,,,,
The Marvelows,9,,,,,,,
Lil Nas X & Cardi B Or Nas,9,,,,,,,
Charlie Puth Featuring Kehlani,9,,,,,,,
Wisin & Yandel,9,,,,,,,
UGK Featuring OutKast,9,,,,,,,
Las Ketchup,9,,,,,,,
Kinsu,8,,,,,,,
I To I,8,,,,,,,
Martha Davis,8,,,,,,,
Voices Of America,8,,,,,,,
Axe,8,,,,,,,
Andy Gibb & Victoria Principal,8,,,,,,,
Carrie,8,,,,,,,
Don Goodwin,8,,,,,,,
Tufano & Giammarese,8,,,,,,,
The Delegates,8,,,,,,,
Dick Hyman & His Electric Eclectics,8,,,,,,,
Pigmeat Markham,8,,,,,,,
Paul Peek,8,,,,,,,
Elvis Presley With The Jordanaires, Jubilee Four & Carol Lombard Trio,8,,,,,,
The Appalachians,8,,,,,,,
Sims Twins,8,,,,,,,
Paul Anka-Geo. Hamilton IV-Johnny Nash,8,,,,,,,
Ant Saunders,8,,,,,,,
G-Eazy Featuring Yo Gotti & YBN Nahmir,8,,,,,,,
LeToya Featuring Ludacris,8,,,,,,,
B2K Featuring Fabolous,8,,,,,,,
Peter Cetera (Duet With Chaka Khan),8,,,,,,,
B Angie B,8,,,,,,,
Bang,8,,,,,,,
Emerson, Lake & Powell,8,,,,,,
Orion The Hunter,8,,,,,,,
Randy Newman & Paul Simon,8,,,,,,,
Larry Carlton,8,,,,,,,
Festival,8,,,,,,,
Soul Train Gang,8,,,,,,,
The Frogmen,8,,,,,,,
Don And The Goodtimes,8,,,,,,,
The Thirteenth Floor Elevators,8,,,,,,,
The Danleers,8,,,,,,,
Ne-Yo & Jeremih,8,,,,,,,
Morgan Evans,8,,,,,,,
Natalie Featuring Baby Bash,8,,,,,,,
M.V.P. (Most Valuable Playas) Featuring Stagga Lee,8,,,,,,,
Raphael Saadiq & Q-Tip,8,,,,,,,
MC Eiht,8,,,,,,,
Ex-Girlfriend,8,,,,,,,
Peter Allen,8,,,,,,,
Roy Orbison & Emmylou Harris,8,,,,,,,
Fern Kinney,8,,,,,,,
Gene Simmons,8,,,,,,,
Doucette,8,,,,,,,
Splinter,8,,,,,,,
Jerry Butler Featuring Brenda Lee Eager,8,,,,,,,
Bert Sommer,8,,,,,,,
The Cherry People,8,,,,,,,
Mickey Murray,8,,,,,,,
The Gunter Kallmann Chorus,8,,,,,,,
Rosco Robinson,8,,,,,,,
Neal Hefti,8,,,,,,,
Al Casey,8,,,,,,,
George McCurn,8,,,,,,,
Nat King Cole-Stan Kenton,8,,,,,,,
Marty Wilde,8,,,,,,,
Willy Alberti,8,,,,,,,
Enoch Light & The Light Brigade,8,,,,,,,
The Morgan Brothers,8,,,,,,,
High Valley,8,,,,,,,
The White Tie Affair,8,,,,,,,
CRU Featuring Slick Rick,8,,,,,,,
Peter Cetera & Crystal Bernard,8,,,,,,,
Marc Almond,8,,,,,,,
The Temptations Featuring Rick James,8,,,,,,,
Lenore O'malley,8,,,,,,,
The Marc Tanner Band,8,,,,,,,
Third World,8,,,,,,,
The Real Thing,8,,,,,,,
Jerry Murad's Harmonicats,8,,,,,,,
Danny Holien,8,,,,,,,
The Brooklyn Bridge,8,,,,,,,
Ko Ko Taylor,8,,,,,,,
The Ramblers,8,,,,,,,
Earl-Jean,8,,,,,,,
Round Robin,8,,,,,,,
Roger Smith,8,,,,,,,
Dean & Marc,8,,,,,,,
Jimmy Bowen with the Rhythm Orchids,8,,,,,,,
Kanye West Featuring Paul McCartney,8,,,,,,,
Wale Featuring Sam Dew,8,,,,,,,
Santana Featuring Michelle Branch & The Wreckers,8,,,,,,,
Oakenfold Featuring Shifty Shellshock,8,,,,,,,
A*Teens,8,,,,,,,
Lidell Townsell & M.T.F.,8,,,,,,,
Jesse Johnson,8,,,,,,,
Glen Burtnick,8,,,,,,,
Tom Kimmel,8,,,,,,,
David Foster And Olivia Newton-John,8,,,,,,,
Jean Beauvoir,8,,,,,,,
Twilight 22,8,,,,,,,
Toronto,8,,,,,,,
Terry Black & Laurel Ward,8,,,,,,,
The Shells,8,,,,,,,
Chris Hodge,8,,,,,,,
Gypsy,8,,,,,,,
The Balloon Farm,8,,,,,,,
The Young Holt Trio,8,,,,,,,
Little Caesar And The Consuls,8,,,,,,,
Bobby Vee With The Eligibles,8,,,,,,,
Rex Allen,8,,,,,,,
Drake Featuring 21 Savage & Project Pat,8,,,,,,,
Yo Gotti,8,,,,,,,
Juicy J Featuring Big Sean & Young Jeezy,8,,,,,,,
Waka Flocka Flame Featuring Drake,8,,,,,,,
Javier,8,,,,,,,
Jamiroquai,8,,,,,,,
The B.C. 52's,8,,,,,,,
Or-N-More (Featuring Father M.C.),8,,,,,,,
Tricia Leigh Fisher,8,,,,,,,
Limited Warranty,8,,,,,,,
LaToya Jackson,8,,,,,,,
Diana Ross, Marvin Gaye, Smokey Robinson & Stevie Wonder,8,,,,,
Paul Mauriat,8,,,,,,,
Gene Chandler & Barbara Acklin,8,,,,,,,
The Parade,8,,,,,,,
Elvis Presley With The Jordanaires and The Imperials Quartet,8,,,,,,,
James Brown At The Organ,8,,,,,,,
Keith Colley,8,,,,,,,
Al Casey Combo,8,,,,,,,
Little Junior Parker,8,,,,,,,
The Crickets,8,,,,,,,
Drake Featuring Future & Young Thug,8,,,,,,,
King Von,8,,,,,,,
BTS Featuring Halsey,8,,,,,,,
Sean Kingston Featuring Elan & Juelz Santana,8,,,,,,,
Sheryl Crow & Sting,8,,,,,,,
Nas Featuring Puff Daddy,8,,,,,,,
Eight Seconds,8,,,,,,,
Sherbet,8,,,,,,,
Dionne Warwicke,8,,,,,,,
The Heywoods,8,,,,,,,
Tom and Jerrio,8,,,,,,,
Billy Abbott And The Jewels,8,,,,,,,
The Blenders,8,,,,,,,
Joiner, Arkansas Junior High School Band,8,,,,,,
Lil Tjay, Polo G & Fivio Foreign,8,,,,,,
BLACKPINK,8,,,,,,,
Alan Walker,8,,,,,,,
Troop 41,8,,,,,,,
Pharrell Featuring Gwen Stefani,8,,,,,,,
Michelle Shocked,8,,,,,,,
George Thorogood & The Destroyers,8,,,,,,,
Bonnie Boyer,8,,,,,,,
The McCrarys,8,,,,,,,
Special Delivery Featuring Terry Huff,8,,,,,,,
Purple Reign,8,,,,,,,
Michel Legrand,8,,,,,,,
Rick And The Keens,8,,,,,,,
Thee Prophets,8,,,,,,,
The Blendells,8,,,,,,,
Donald Jenkins & The Delighters,8,,,,,,,
Jackie Wilson & Linda Hopkins,8,,,,,,,
Lonnie Russ,8,,,,,,,
Trade Martin,8,,,,,,,
Les Compagnons De La Chanson,8,,,,,,,
Frank Chacksfield And His Orch.,8,,,,,,,
Khalid x Disclosure,8,,,,,,,
Chance The Rapper Featuring MadeinTYO & DaBaby,8,,,,,,,
Loud Luxury Featuring Brando,8,,,,,,,
Lil Wayne Featuring Kendrick Lamar,8,,,,,,,
Scarface Featuring Jay-Z & Beanie Sigel,8,,,,,,,
Wade Hayes,8,,,,,,,
Lonnie Gordon,8,,,,,,,
Dave Stewart and Barbara Gaskin,8,,,,,,,
The Joe Chemay Band,8,,,,,,,
Lakeside,8,,,,,,,
Mike Pinera,8,,,,,,,
Trooper,8,,,,,,,
Giorgio,8,,,,,,,
Johnny Cash & June Carter,8,,,,,,,
Neil Scott,8,,,,,,,
Nino Tempo And 5th Ave. Sax,8,,,,,,,
Whatnauts,8,,,,,,,
Harold Betters,8,,,,,,,
David Carroll And His Orchestra,8,,,,,,,
Tobin Mathews & Co.,8,,,,,,,
Jennifer Love Hewitt,8,,,,,,,
John Farnham,8,,,,,,,
Paul Shaffer,8,,,,,,,
Marillion,8,,,,,,,
Korona,8,,,,,,,
Elvin Bishop Featuring Mickey Thomas,8,,,,,,,
C.C. & Company,8,,,,,,,
Vincent Bell,8,,,,,,,
Philip Upchurch Combo,8,,,,,,,
Peter Skellern,8,,,,,,,
John Rowles,8,,,,,,,
The Dynatones,8,,,,,,,
Pete Seeger,8,,,,,,,
Jimmy Durante,8,,,,,,,
Marion Worth,8,,,,,,,
Jennell Hawkins,8,,,,,,,
Drake Featuring Travis Scott,8,,,,,,,
Shawn Mendes & Tainy,8,,,,,,,
BLACKPINK X Selena Gomez,8,,,,,,,
Stardust,8,,,,,,,
Enrique Iglesias Feat. Wisin or Tinashe & Javada,8,,,,,,,
The Dirty Heads Featuring Rome,8,,,,,,,
Jennifer Lopez Featuring Fat Joe,8,,,,,,,
Musiq Soulchild Featuring Ayana,8,,,,,,,
The Braxtons,8,,,,,,,
Rodney Dangerfield,8,,,,,,,
Zebra,8,,,,,,,
The Kingbees,8,,,,,,,
Creedence Clearwater Revival Featuring John Fogerty,8,,,,,,,
Jerry Jeff Walker,8,,,,,,,
Joy Of Cooking,8,,,,,,,
Cat Mother & the All Night News Boys,8,,,,,,,
Pieces Of Eight,8,,,,,,,
Susan Christie,8,,,,,,,
Dick Flood,8,,,,,,,
Bob McFadden And Dor,8,,,,,,,
Ed Townsend,8,,,,,,,
Sarah Jeffery,8,,,,,,,
6LACK,8,,,,,,,
Sage The Gemini Featuring Nick Jonas,8,,,,,,,
John Rich,8,,,,,,,
Shwayze,8,,,,,,,
Marcos Hernandez,8,,,,,,,
Alpha Team,8,,,,,,,
Unipop,8,,,,,,,
The Monroes,8,,,,,,,
T.S. Monk,8,,,,,,,
Amii Stewart & Johnny Bristol,8,,,,,,,
Errol Sober,8,,,,,,,
Eloise Laws,8,,,,,,,
Kellee Patterson,8,,,,,,,
Lunar Funk,8,,,,,,,
Karl Hammel, Jr.,8,,,,,,
Nolan,8,,,,,,,
Johnny Beecher and his Buckingham Road Quintet,8,,,,,,,
Jimmy Norman,8,,,,,,,
The Rockin R's,8,,,,,,,
The Wild-Cats,8,,,,,,,
Drake Featuring Lil Durk & Giveon,8,,,,,,,
Metro Boomin Featuring 21 Savage,8,,,,,,,
Machine Gun Kelly Featuring Hailee Steinfeld,8,,,,,,,
Wyclef Jean Featuring Queen Pen & The Product,8,,,,,,,
ScHoolboy Q Featuring Kendrick Lamar,8,,,,,,,
Fabolous Featuring Chris Brown,8,,,,,,,
Trey Songz Featuring Gucci Mane & Soulja Boy Tell'em,8,,,,,,,
Jay-Z Featuring Chrisette Michele,8,,,,,,,
Jadakiss Featuring Nate Dogg,8,,,,,,,
Deep Forest,8,,,,,,,
Voices,8,,,,,,,
Adrian Belew,8,,,,,,,
Industry,8,,,,,,,
Russ Ballard,8,,,,,,,
Joey Travolta,8,,,,,,,
Mother's Finest,8,,,,,,,
Charlie Kulis,8,,,,,,,
The James Brown Soul Train,8,,,,,,,
Waldo De Los Rios,8,,,,,,,
Erma Franklin,8,,,,,,,
The Jive Five,8,,,,,,,
The Gestures,8,,,,,,,
George Martin And His Orch.,8,,,,,,,
Lil Baby & Gunna Featuring Drake,8,,,,,,,
Shaggy Featuring Mohombi, Faydee, Costi,8,,,,,
Britney Spears & Iggy Azalea,8,,,,,,,
Diggy Featuring Jeremih,8,,,,,,,
will.i.am Featuring Mick Jagger & Jennifer Lopez,8,,,,,,,
Tela Featuring Eightball & MJG,8,,,,,,,
Vesta,8,,,,,,,
Aretha Franklin/Whitney Houston,8,,,,,,,
